restaurant_id,name,rating,reviews,price,cuisine_location,timeslots
252048,The Forest Bar & Restaurant,4.5,(1081),Price: Moderate,• British • Solihull,"21:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
216324,Goose Selly Oak,5.0,(0),Price: Moderate,• British • Birmingham,21:00
371454,LUCARELLI RESTAURANT WEST BROMWICH,5.0,(0),Price: Expensive,• Italian • West Bromwich,21:30
320586,The New Ivy House,4.7,(323),Price: Moderate,• British • Walsall,"20:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
445449,Odorenew,4.5,(43),Price: Expensive,• Italian • Stourbridge,22:00
393708,Soho Tavern Hampton,4.5,(81),Price: Moderate,• Gastro Pub • Solihull,22:00
370413,The Cowshed,4.6,(37),Price: Expensive,• British • Boningale,21:00
364857,Five Rivers Á la Carte,4.6,(24),Price: Very Expensive,• Indian • Walsall,22:00
158625,Westmead Bar and Restaurant,4.3,(194),Price: Expensive,• International • Birmingham,21:00
358821,Hogarths Brasserie,4.3,(42),Price: Expensive,• British • Solihull,21:00
250047,The Bay Tree,4.8,(989),Price: Moderate,• British • Kinver,21:15
338094,The Lancaster,4.5,(122),Price: Moderate,• Contemporary British • Wolverhampton,"21:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
298758,Bella Restaurant Ltd,4.9,(55),Price: Moderate,• Italian • Wolverhampton,21:00
414876,Canalside Lounge,5.0,(2),Price: Moderate,• Indian • Wolverhampton,"21:30*, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top"
101718,Raja Monkey,4.7,(65),Price: Expensive,• Indian • Birmingham,22:30
419325,Red Lion Wednesfield,4.8,(9),Price: Moderate,• Steakhouse • Wolverhampton,21:30
244191,The Horseshoes,4.8,(894),Price: Moderate,• Gastro Pub • Stourbridge,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
219048,Hogshead Wolverhampton,4.2,(23),Price: Moderate,• British • Wolverhampton,21:00
388572,The Nature at Hogarths,4.5,(1),Price: Very Expensive,• British • Solihull,21:00
254181,Holiday Inn Coventry - Open Lobby,4.3,(11),Price: Expensive,• British • Birmingham,21:00
419466,Grosvenor Casino Walsallnew,5.0,(1),Price: Moderate,• Unspecified • Walsall,"23:15, 23:30, 23:45"
330054,Medicine at The Crown,4.3,(147),Price: Moderate,• Gastro Pub • Wolverhampton,"20:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
