restaurant_id,name,rating,reviews,price,cuisine_location,timeslots
106224,Shampan at the Spinning Wheel,4.8,(709),Price: Expensive,• Indian • Westerham,"21:15, 21:30"
388599,Gusto Giusto,4.3,(146),Price: Expensive,• Italian • Whitstable,"21:00, 21:15"
78082,Brasserie ABode - Canterbury,3.8,(324),Price: Expensive,• British • Canterbury,"21:15, 21:30"
400479,Punjabi Dhaba,4.0,(1),Price: Moderate,• Indian • Rochester,"21:15, 21:30"
333156,Sekkoya,4.6,(237),Price: Moderate,• Indian • Canterbury,"21:45, 22:00"
369429,The Duck - Canterbury,4.6,(148),Price: Expensive,• Gastro Pub • Canterbury,"20:45, 21:00"
40444,Ferrari's Bexley,4.7,(2044),Price: Expensive,• Italian • Bexley,"21:45, 22:00"
157440,Prince of Wales Hoath,4.7,(20),Price: Moderate,• Contemporary British • Canterbury,20:30
280848,Updown,4.6,(317),Price: Very Expensive,• Italian • Sandwich,"21:15, 21:30"
237309,The Kings Head Pub,4.6,(29),Price: Moderate,• British • Deal,20:30
410400,Raasa,4.7,(25),Price: Very Expensive,• Indian • Orpington,"22:15, 22:30"
262335,TN1 Bar and Kitchen,4.6,(90),Price: Moderate,"• Global, International • Tunbridge Wells","21:30, 21:45"
365250,The Bull Inn,4.6,(71),Price: Moderate,• Gastro Pub • Ashford,20:30
381417,No.1 Whitstable,4.3,(43),Price: Expensive,• British • Whitstable,"20:30, 20:45"
387429,Durbar Spice,5.0,(2),Price: Moderate,• Indian • Biggin Hill,"22:15, 22:30"
120087,Friends of Flavours,4.5,(296),Price: Moderate,• Italian • Beckenham,"21:30, 21:45"
370512,The Grapevine - Tenterden,4.9,(39),Price: Expensive,• Wine Bar • Tenterden,"23:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 23:15*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 23:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 23:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 00:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
305244,DiVino Wine Bar,4.9,(92),Price: Moderate,• Wine Bar • Sandwich,"20:30, 20:45"
338787,Bella Vita - Dover Marina,5.0,(1),Price: Moderate,• Italian • Dover,"20:45, 21:00"
108315,The Duke William Ickham,4.7,(1819),Price: Moderate,• Pub • Canterbury,"20:45, 21:00"
204195,Bill's Restaurant & Bar - Tunbridge Wells,4.4,(950),Price: Moderate,• British • Tunbridge Wells,"20:30*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 20:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
410520,The Famous Ship Innnew,2.0,(1),Price: Moderate,• Gastro Pub • Sandgate,"21:00, 21:15"
205950,Sotirio's Bar and Restaurant,4.9,(2699),Price: Moderate,• International • Folkestone,"21:15, 21:30"
164442,The Chancery,4.3,(521),Price: Expensive,• Gastro Pub • Beckenham,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
454485,Allkin Tap and Bottlenew,5.0,(1),Price: Expensive,• Bar / Lounge / Bottle Service • Tunbridge Wells,"23:00, 23:15, 23:30"
93849,The Tunbridge Wells Hotel,4.2,(116),Price: Moderate,• International • Tunbridge Wells,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
281073,The Greek Meze - Sidcup,4.0,(398),Price: Moderate,• Greek • Sidcup,"22:15, 22:30"
410508,The Pullman,5.0,(0),Price: Expensive,• British • Folkestone,"21:15, 21:30"
390639,Luben's Pizzanew,,,Price: Moderate,• Italian • Folkestone,"21:00, 21:15"
372927,Txoko,4.6,(102),Price: Expensive,• Spanish • Bexley,"21:30*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 21:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
358665,Smugglers,5.0,(4),Price: Expensive,• English • Birchington,"20:45, 21:00"
290820,The Radnor Arms,4.8,(472),Price: Moderate,• Contemporary British • Folkestone,"20:45, 21:00"
293418,The Toll Bridge Restaurant & Bar,4.6,(188),Price: Expensive,• European • Sandwich,"20:30, 20:45"
185067,The Courtyard Bar and Restaurant,4.7,(999),Price: Moderate,• International • Deal,"20:45, 21:00"
335322,The Print House Tenterden,4.6,(129),Price: Expensive,• Contemporary British • Tenterden,"20:45, 21:00"
305253,Land + Sea,4.8,(131),Price: Expensive,• British • Whitstable,20:30
388518,Olimitzi - The Mediterranean Kitchen,4.2,(15),Price: Moderate,• Mediterranean • Canterbury,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 20:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
249333,A Mano Coffee Bar & Kitchen,4.7,(203),Price: Moderate,• Italian • Orpington,"21:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
385449,Churchill Bar & Lounge,4.3,(12),Price: Moderate,• British • Dover,"21:15, 21:30"
160668,Royal Oak,4.3,(115),Price: Moderate,• British • Dover,"20:30, 20:45"
370926,Lazy Lobster,4.7,(275),Price: Very Expensive,• Seafood • Whitstable,20:30
142542,Cadiz Tapas Restaurant & Tarifa Chiringuito,3.8,(442),Price: Moderate,• Tapas / Small Plates • Dartford,"21:15*, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter, 21:30*, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter"
175806,Côte Brasserie - Tunbridge Wells,4.5,(266),Price: Moderate,• French • Tunbridge Wells,"21:45, 22:00"
106221,Shampan Welling,4.8,(422),Price: Expensive,• Indian • Bexleyheath,"22:45, 23:00"
305271,The Crispin Inn,4.4,(117),Price: Moderate,• Pub • Sandwich,"20:30, 20:45"
204252,Bill's Restaurant & Bar - Canterbury,4.4,(894),Price: Moderate,• British • Canterbury,"20:30, 20:45"
353148,Chuck and Blade Burgers Canterbury,4.0,(2),Price: Moderate,• Burgers • Canterbury,"20:45, 21:00"
175599,Côte Brasserie - Canterbury,4.4,(102),Price: Moderate,• French • Canterbury,"21:45, 22:00"
342651,The Malt Shovelnew,4.8,(3),Price: Moderate,• Pub • Dartford,20:30
110400,Coast Restaurant Hythe Imperial Hotel,4.3,(304),Price: Expensive,• British • Hythe,"21:00, 21:15"
424173,Bare Bones Canterbury,,(0),Price: Moderate,• American • Canterbury,"21:45, 22:00"
392154,Dion’s Lounge,4.8,(9),Price: Moderate,• Steakhouse • Ramsgate,"21:30*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, 21:45*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor"
254736,The Chelsfield,3.9,(297),Price: Moderate,• Pub • Orpington,"20:45, 21:00"
218349,George Staples Sidcup,4.0,(1),Price: Moderate,• British • Sidcup,"20:45, 21:00"
125325,Dine India,4.8,(70),Price: Moderate,• Indian • Deal,"20:45, 21:00"
353151,Chuck and Blade Burgers Ramsgate,4.5,(6),Price: Moderate,• Burgers • Ramsgate,"21:15, 21:30"
337401,The Bull's Head,4.4,(59),Price: Moderate,• Gastro Pub • Margate,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 20:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
255057,The St Mildreds Bay,4.7,(800),Price: Moderate,• British • Westgate-On-Sea,20:30
90327,Everest Inn - Hythe,4.7,(89),Price: Expensive,• Nepalese • Hythe,"21:00, 21:15"
401967,Buenos Aires Nights Steakhouse - Canterbury,4.6,(38),Price: Expensive,• Argentinian • Canterbury,"21:15, 21:30"
410511,The Harbour Innnew,5.0,(5),Price: Moderate,• British • Folkestone,20:30
175569,Côte Brasserie - Bluewater,4.5,(143),Price: Moderate,• French • Greenhithe,"21:45, 22:00"
243852,Penny Theatre Canterbury,2.0,(0),Price: Moderate,• British • Canterbury,"20:45, 21:00"
410376,The Blue Pigeons,4.7,(44),Price: Very Expensive,• British • Sandwich,"20:45, 21:00"
337128,The Approach at The Landing Hotel,4.4,(99),Price: Expensive,• British • Biggin Hill,"21:15, 21:30"
420048,The Mariner,,(0),Price: Moderate,• Gastro Pub • Folkestone,20:30
148479,Bay Tree Bar & Grill,4.3,(74),Price: Expensive,• British • Folkestone,"21:15, 21:30"
459693,Marechiaronew,,,Price: Moderate,• Italian • Ramsgate,"20:45, 21:00"
330039,Pho Canterbury,4.5,(292),Price: Moderate,• Vietnamese • Canterbury,"20:45, 21:00"
391110,The Blue Anchor,4.5,(9),Price: Moderate,• British • Monks Horton,"20:30, 20:45"
37270,The Marquis of Granby,4.7,(261),Price: Expensive,• British • Dover,"20:45, 21:00"
443292,Palms  Caribbean Fusion,4.2,(32),Price: Very Expensive,• Caribbean • Beckenham,"21:45, 22:00"
237333,The George & Heart,4.6,(98),Price: Moderate,• British • Margate,"20:30, 20:45"
419376,Grosvenor Casino Thanet,,(0),Price: Very Expensive,• British • Ramsgate,"23:00, 23:15, 23:30, 23:45, 00:00"
325908,Mullins Brasserie,4.6,(155),Price: Expensive,• Caribbean • Margate,"21:15*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 21:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
313647,The Pickled Herring,4.6,(29),Price: Expensive,• Farm-to-table • Broadstairs,20:30
453366,Lazy Elephantnew,4.2,(12),Price: Moderate,• British • Sandwich,"20:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 21:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
61993,Rocksalt,4.5,(7320),Price: Expensive,• Seafood • Folkestone,"21:00, 21:15"
395685,Good Space Tap,5.0,(4),Price: Moderate,• Burgers • Ramsgate,"21:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 22:00*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
131679,Seaview Restaurant at The Pegwell Bay Hotel,4.8,(372),Price: Moderate,• British • Ramsgate,20:30
95721,The Charles Dickens,4.6,(1155),Price: Moderate,• Gastro Pub • Broadstairs,20:30
81688,Kathmandu Masala,4.3,(42),Price: Moderate,• Indian • Beckenham,"21:45, 22:00"
415719,The st Crispin inn,4.4,(16),Price: Moderate,• Gastro Pub • Sandwich,"20:30*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, 20:45*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor"
96807,Sapore Vero - Beckenham,4.7,(254),Price: Expensive,• Pizzeria • Beckenham,"22:15, 22:30"
108408,The Dining Rooms at Albion House,4.0,(492),Price: Moderate,• British • Ramsgate,"21:15, 21:30"
385698,Le Vintage,4.7,(15),Price: Expensive,• Steakhouse • Broadstairs,20:30
225741,The Waterfront Restaurant and Bar,4.4,(2011),Price: Expensive,• English • Hythe,"21:15, 21:30"
105300,Tartar Frigate,4.8,(1231),Price: Moderate,• Seafood • Broadstairs,"20:30, 20:45"
418854,Harps Inn,4.4,(54),Price: Moderate,• Pub • Isle of Sheppey,"20:30, 20:45"
371673,Bar Ingo,4.9,(92),Price: Expensive,• Tapas / Small Plates • Broadstairs,20:30
331509,Jetty Broadstairs,4.7,(621),Price: Moderate,• British • Broadstairs,"20:30*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
126093,Dunkerley’s Restaurant & Hotel,4.5,(444),Price: Moderate,• British • Deal,"21:15, 21:30"
161700,Victuals & Co,4.5,(1044),Price: Very Expensive,• Contemporary British • Deal,"20:45, 21:00"
284436,Sète,4.8,(131),Price: Expensive,• French • Margate,"21:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 21:15*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
