restaurant_id,name,rating,reviews,price,cuisine_location,timeslots
216042,Skyline Restaurant,4.9,(2253),Price: Expensive,• Scottish • Edinburgh,"20:45*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 21:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
354582,Canopy Kitchen & Courtyard,4.5,(138),Price: Moderate,• Scottish • Edinburgh,"20:30, 20:45"
425793,PizzaExpress Edinburgh - Ocean Terminal Shopping Centre,,(0),Price: Moderate,• Pizzeria • Leith,"21:45, 22:00"
228813,SEN Vietnamese Dining,4.8,(1143),Price: Expensive,• Vietnamese • Newington,"21:00, 21:15"
443460,The Green Room,4.8,(5),Price: Expensive,• French • Edinburgh,"23:00, 23:15"
402270,Saigon Memoire,4.2,(9),Price: Moderate,• Vietnamese • New Town,"20:45, 21:00"
214305,House of Gods Cocktail Lounge Edinburgh,4.5,(317),Price: Moderate,• Bar / Lounge / Bottle Service • Edinburgh,"23:00, 23:15, 23:30, 23:45, 00:00"
81982,The Olive Branch,4.5,(1066),Price: Moderate,• Scottish • New Town,"21:30, 21:45"
88984,First Coast,4.5,(513),Price: Expensive,• Scottish • Edinburgh,"20:45, 21:00"
111975,The Canny Man's,4.7,(635),Price: Moderate,• Scottish • Morningside,"20:45, 21:00"
95946,One Square Bar + Brasserie,4.4,(691),Price: Expensive,• Scottish • Edinburgh,"21:45, 22:00"
254484,The Neighbourhood – Kitchen | Bar | Garden,4.2,(68),Price: Moderate,• Scottish • Edinburgh,"20:30*, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top, Seating optionsStandardBarHigh Top"
390108,Bar 1819,5.0,(1),Price: Expensive,• Bar / Lounge / Bottle Service • Old Town,"23:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 23:15*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 23:30*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 23:45*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 00:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
95424,Tapa,4.7,(1596),Price: Expensive,• Spanish • Leith,"20:30, 21:00"
400413,Viet Taste,4.4,(16),Price: Moderate,• Vietnamese • Edinburgh,"20:45, 21:00"
125892,Burgers & Beers Grillhouse,4.6,(190),Price: Moderate,• Grill • The Royal Mile,"22:30, 22:45"
110262,Harajuku Kitchen,4.5,(168),Price: Moderate,• Japanese • Edinburgh,"21:00, 21:15"
376224,Muna's Ethiopian Cuisine,4.8,(114),Price: Expensive,• Ethiopian • Edinburgh,"21:00*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 21:15*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
112494,Sambuca Italian Restaurant,4.5,(48),Price: Moderate,• Italian • Newington,"21:45, 22:00"
318249,Coro Chocolate Cafe,4.1,(107),Price: Moderate,• Dessert • New Town,"21:15, 21:30"
278634,"The Glasshouse Hotel, Edinburgh",4.1,(23),Price: Expensive,• Scottish • Edinburgh,"21:15, 21:30"
165372,The Fountain,4.6,(366),Price: Moderate,• Scottish • Edinburgh,"21:30, 21:45"
372153,Shao,4.6,(17),Price: Moderate,• Cantonese • Newington,"21:15, 21:30"
387897,Sora Diana,4.2,(73),Price: Expensive,• Vegan • Newington,"21:00, 21:30"
445785,Auld Town,3.7,(2),Price: Moderate,• Fish • Old Town,"21:45, 22:00"
104142,Vinyasa,4.4,(11),Price: Moderate,• Indian • Edinburgh,"22:45, 23:00"
183966,Juniper Barnew,4.3,(245),Price: Moderate,• Scottish • Edinburgh,"21:45*, Seating optionsBar, Seating optionsBar, Seating optionsBar, Seating optionsBar, 22:00*, Seating optionsBar, Seating optionsBar, Seating optionsBar, Seating optionsBar"
89803,Malmaison Brasserie - Edinburgh,4.0,(62),Price: Expensive,• Steakhouse • Leith,"20:45, 21:00"
112332,The Blackbird,4.3,(351),Price: Moderate,• Contemporary British • Tollcross/Fountain Bridge,"23:00*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 23:15*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
426246,La Querencia,4.9,(18),Price: Moderate,• Argentinian • Leith,"21:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
112326,The Cumberland Bar,4.5,(57),Price: Moderate,• Gastro Pub • Stockbridge,"20:30, 20:45"
445719,Butta Burger George Street - Restaurant Edinburgh,3.3,(1),Price: Moderate,• Burgers • New Town,"21:15*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 21:30*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
84418,No. 35 at The Bonham,4.6,(549),Price: Expensive,• Scottish • Westend,"21:00, 21:15"
357864,Paloma,4.7,(123),Price: Moderate,• Mexican • Leith,"21:45, 22:00"
89497,Metro at Apex Grassmarket,4.1,(278),Price: Moderate,• Contemporary British • Old Town,"20:30*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 20:45*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
419328,The Court x Mark Greenaway,4.0,(8),Price: Expensive,• Scottish • Old Town,"21:15, 21:30"
291417,Society Bar & Kitchen,4.7,(341),Price: Moderate,• Mediterranean • New Town,"21:30*, Seating optionsHigh TopOutdoor, Seating optionsHigh TopOutdoor, Seating optionsHigh TopOutdoor, Seating optionsHigh TopOutdoor, 21:45*, Seating optionsHigh TopOutdoor, Seating optionsHigh TopOutdoor, Seating optionsHigh TopOutdoor, Seating optionsHigh TopOutdoor"
387240,Sushiya 寿し也,4.7,(8),Price: Moderate,• Japanese • Edinburgh,"21:45, 22:00"
353562,Cardinal,4.8,(74),Price: Very Expensive,• Scottish • Edinburgh,20:30
279378,Luci's Restaurant & Cocktail Bar,4.4,(542),Price: Moderate,• Italian • Dalkeith,20:30
364635,Little Picardy,4.4,(41),Price: Moderate,• Cocktail Bar • New Town,20:30
454056,Bombay Bistronew,,,Price: Moderate,• Indian • Edinburgh,"21:15*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 21:30*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
