restaurant_id,name,price,timeslots,location,cuisine,city
426087,"The Ivy Asia, Liverpoolnew",Expensive,22:30,liverpool,Asian,Liverpool
370230,Ivy Liverpool,Moderate,22:30,liverpool,British,Liverpool
287865,The Restaurant Bar & Grill - Liverpool,Expensive,"23:00, 23:30, 00:00",liverpool,Grill,Liverpool
287655,Riva Blu Italian Restaurant & Bar - Liverpool,Expensive,22:30,liverpool,Italian,Liverpool
136803,Red Dog Saloon - Liverpool,Moderate,"23:00, 23:30, 00:00",liverpool,Barbecue,Liverpool
327726,"Piccolino - Cook Street, Liverpool",Expensive,22:30,liverpool,Italian,Liverpool
338418,Puffin' Rooms - Liverpool,Expensive,23:00,liverpool,British,Liverpool
419424,Grosvenor Casino Liverpool Leonew,Moderate,"23:00, 23:30, 00:00",liverpool,British,Liverpool
445977,GRAND BY IKKAYEES,Moderate,"23:00, 23:30",liverpool,Indian,Liverpool
460683,Paolo's Wood Fire Pizzanew,Moderate,23:00,liverpool,Pizza Bar,Wirral
162660,Ayuthaya,Moderate,22:30,liverpool,Thai,Liverpool
180657,"The Ivy Asia, St. Paul's",Expensive,"23:00, 23:30",city_of_london,Asian,St Paul's
317043,Los Mochis London City,Very Expensive,"23:00, 23:30, 00:00",city_of_london,Pacific Rim,Liverpool Street
134241,Millie’s Lounge at The Ned London,Very Expensive,22:30,city_of_london,British,Bank
134256,Kaia at The Ned London,Very Expensive,22:30,city_of_london,Pan-Asian,Bank
134253,Electric Bar & Diner at The Ned London,Expensive,22:30,city_of_london,Deli,Bank
100374,Apulia,Expensive,22:30,city_of_london,Mediterranean,Barbican
176346,The Parlour at The Ned London,Very Expensive,22:30,city_of_london,International,Bank
364587,Lucky Cat - Bishopsgate,Very Expensive,"23:00, 23:30, 00:00",city_of_london,Contemporary Asian,Liverpool Street
175752,Côte Brasserie - Barbican,Moderate,22:30,city_of_london,French,Barbican
17680,Gaucho Broadgate,Expensive,22:30,city_of_london,Steak,Liverpool Street
111249,Macellaio RC Exmouth Market,Expensive,23:00,city_of_london,Italian,Farringdon
16783,Gaucho City,Expensive,22:30,city_of_london,Steak,Fenchurch Street
453198,The India - Monumentnew,Moderate,"23:00, 23:30",city_of_london,Indian,Fenchurch Street
289233,Leaf and Cane Bar,Expensive,"23:00, 23:30",city_of_london,Bar / Lounge / Bottle Service,Blackfriars
145680,DND,Expensive,"23:00, 23:30, 00:00",city_of_london,Bar / Lounge / Bottle Service,Bank
31327,Mint Leaf London,Expensive,22:30,city_of_london,Indian,Bank
134295,Mattarello Bolognese,Expensive,22:30,city_of_london,Italian,Aldgate
17686,Gaucho Chancery,Expensive,22:30,city_of_london,Steak,Chancery Lane
158013,Humble Grape Liverpool Street,Moderate,23:00,city_of_london,Wine Bar,Liverpool Street
257868,Polo Bar - 24 Hour Great British Café and Bar,Moderate,22:30,city_of_london,British,Liverpool Street
318387,Threadneedles Restaurant & Bar,Expensive,22:30,city_of_london,Contemporary British,Bank
425775,PizzaExpress London - Tower Hill,Moderate,23:00,city_of_london,Pizzeria,Fenchurch Street
448428,Lahori Karahi,Moderate,23:00,city_of_london,Pakistani,Aldgate
250326,"1947 RESTAURANT, BAR & PIZZA KITCHEN",Moderate,22:30,city_of_london,Indian,Aldgate
247242,Gordon Ramsay Street Burger — Charing Cross Road,Moderate,23:00,city_of_london,Burgers,Bank
406179,Mumbai Square Restaurant,Expensive,22:30,city_of_london,Indian,Aldgate
313401,The India - City Roadnew,Moderate,"23:00, 23:30",city_of_london,Indian,Moorgate
424227,The India - Fleet Streetnew,Moderate,"23:00, 23:30",city_of_london,Indian,Chancery Lane
253968,Ginger Lily Bar & Lounge,Moderate,"23:00, 23:30, 00:00",city_of_london,Bar / Lounge / Bottle Service,Liverpool Street
321210,Atrium Bar & Restaurant at The President Hotel,Moderate,"23:00, 23:30, 00:00",city_of_london,British,Farringdon
282597,Mediterraneo,Moderate,22:30,city_of_london,Italian,Clerkenwell
283743,STK Rooftop Steakhouse & Bar,Expensive,22:30,east_london,Steakhouse,Stratford
102480,The Blues Kitchen - Shoreditch,Moderate,22:30,east_london,American,Shoreditch
87796,City Spice - Brick Lane,Moderate,23:00,east_london,Indian,Spitalfields
164877,Blacklock Shoreditch,Moderate,22:30,east_london,Steak,Shoreditch
159078,Cecconi's Shoreditch,Expensive,22:30,east_london,Italian,Shoreditch
250152,"Eadn London - Restaurant, Bar & Lounge",Expensive,22:30,east_london,Mediterranean,Canning Town
68431,Red Dog Saloon Hoxton,Moderate,23:00,east_london,American,Shoreditch
294471,Three Sheets - Dalston,Moderate,"23:00, 23:30",east_london,Cocktail Bar,Dalston
144870,Il Bacino,Moderate,22:30,east_london,Italian,Wapping
331833,Sticks'n'Sushi - Shoreditch,Expensive,22:30,east_london,Sushi,Shoreditch
446100,Il Bambini Trattorianew,Moderate,22:30,east_london,Italian,Shoreditch
348405,Big Night,Moderate,22:30,east_london,Barbecue,Hackney
294441,Hacha Dalston,Moderate,22:30,east_london,Mexican,Dalston
351141,The Brush East London Grand Café,Moderate,"23:00, 23:30, 00:00",east_london,Modern European,Shoreditch
372354,Hera,Expensive,22:30,east_london,Greek,Stratford
367884,The Marquee Moon,Moderate,"23:00, 23:30, 00:00",east_london,Southeast Asian,Dalston
318753,El Ganso Cafe,Expensive,23:00,east_london,Spanish,Hackney
43281,PizzaExpress London - Bishopsgate,Moderate,23:00,east_london,Pizzeria,Spitalfields
351348,cloudM rooftop bar at citizenM Tower of London,Expensive,22:30,east_london,Bar / Lounge / Bottle Service,Tower Hill
453066,The Famous Curry Bazaar - Brick Lanenew,Moderate,"23:00, 23:30, 00:00",east_london,Indian,Spitalfields
143157,Coupette,Moderate,"23:00, 23:30, 00:00",east_london,Cocktail Bar,Bethnal Green
382776,Raos Bar and Restaurant,Moderate,"23:00, 23:30, 00:00",east_london,Indian,Hackney
425847,PizzaExpress Hackney - Mare Street,Moderate,23:00,east_london,Pizzeria,Homerton
122997,HS&Co Steak Restaurant,Moderate,23:00,east_london,Steakhouse,Stratford
456894,Efes Gourmetnew,Expensive,"23:00, 23:30",east_london,Turkish,Stepney
457089,Paper Tigernew,Moderate,22:30,east_london,Bar / Lounge / Bottle Service,Hackney
142401,Via Emilia by Food Roots - SHOREDITCH,Moderate,22:30,east_london,Italian,Hoxton
441363,MOB pizza socials,Moderate,23:00,east_london,Pizzeria,Hackney
367539,Burnt Millnew,Moderate,22:30,east_london,Italian,Hackney
418458,Play ldn,Moderate,"23:00, 23:30, 00:00",east_london,Mediterranean,Homerton
401697,Hidden Grooves,Moderate,"22:30, 23:00, 23:30, 00:00",east_london,Cocktail Bar,Shoreditch
425706,PizzaExpress Stratford East - Theatre Square,Moderate,23:00,east_london,Pizzeria,Stratford
353292,Negi & Nori - Shoreditch,Moderate,23:00,east_london,Japanese,Shoreditch
451062,45 Curtain Roadnew,Expensive,22:30,east_london,Japanese,Shoreditch
393786,The Standard Bricklane,Moderate,22:30,east_london,Indian,Spitalfields
334845,Mez Lounge,Expensive,"23:00, 23:30, 00:00",east_london,African,Walthamstow
394548,The 71,Expensive,23:00,east_london,Steakhouse,South Woodford
453063,Bengal Village - Best of Brick Lanenew,Moderate,"23:00, 23:30",east_london,Indian,Spitalfields
426168,Hanoi Bistro & Kitchen,Moderate,22:30,east_london,Vietnamese,Hackney
441492,Mota Mamu,Moderate,22:30,east_london,Pakistani,Hoxton
325827,Lissome Italian Restaurant,Moderate,22:30,east_london,Italian,Dalston
456027,Sumiya Shoreditch Japanese restaurant and barnew,Expensive,"23:00, 23:30, 00:00",east_london,Japanese,Hackney
162093,MAP Maison,Moderate,"23:00, 23:30, 00:00",east_london,Contemporary European,Hackney
361770,Silk Stockings,Moderate,"23:00, 23:30, 00:00",east_london,Cocktail Bar,Dalston
369990,MyShish,Expensive,"23:00, 23:30, 00:00",east_london,Mediterranean,Walthamstow
371574,Soul Mama Music Venue | Restaurant,Expensive,22:30,east_london,Soul food,Stratford
173247,Mezzanine,Moderate,"23:00, 23:30",east_london,International,Stratford
460182,lowcountrynew,Expensive,23:00,east_london,Bar / Lounge / Bottle Service,Hoxton
137052,Lokkum Bar & Grill,Expensive,"22:30, 23:00",east_london,Turkish,South Woodford
425685,PizzaExpress South Woodford - High Road,Moderate,23:00,east_london,Pizzeria,South Woodford
453597,Fresco La Cucinanew,Expensive,"23:00, 23:30, 00:00",east_london,Italian,Spitalfields
425712,PizzaExpress Upminister - St Marys Lane,Moderate,23:00,east_london,Pizzeria,Upminster
308391,MUST Wine Bar Wanstead,Expensive,22:30,east_london,Wine Bar,Wanstead
425673,PizzaExpress Romford - The Brewery Shopping Centre,Moderate,23:00,east_london,Pizzeria,Romford
49255,The Blues Kitchen - Camden,Moderate,22:30,north_london,American,Camden Town
247824,Spagnoletti,Expensive,22:30,north_london,Italian,King's Cross
15445,Mestizo Camden - Mexican Restaurant,Expensive,22:30,north_london,Mexican,Euston
143697,The Granary Square Brasserie,Moderate,22:30,north_london,British,King's Cross
400296,Harry's King's Cross,Expensive,22:30,north_london,Italian,King's Cross
21342,Moro,Very Expensive,22:30,north_london,Mediterranean,Angel
420837,HUŎ Belsize Village,Expensive,22:30,north_london,Asian,Belsize Park
93390,Goodfare Restaurant,Moderate,22:30,north_london,Italian,Camden Town
98550,Feng Shang Princess Floating Restaurant,Expensive,22:30,north_london,Cantonese,Primrose Hill
169524,Terra Rossa - Angel,Expensive,22:30,north_london,Italian,Islington
425553,PizzaExpress Camden - Parkway,Moderate,23:00,north_london,Pizzeria,Camden Town
16792,Gaucho Hampstead,Expensive,22:30,north_london,Steak,Swiss Cottage
425637,PizzaExpress London - Euston Road,Moderate,23:00,north_london,Pizzeria,Euston
80545,Drummond Villa,Moderate,"22:30, 23:00",north_london,Indian,Euston
207831,Villa Bianca,Very Expensive,23:00,north_london,Italian,Hampstead
334059,Bonzai London,Expensive,"23:00, 23:30, 00:00",north_london,Asian,Euston
367455,Sticks'n'Sushi - Islington,Expensive,22:30,north_london,Sushi,Angel
425529,PizzaExpress Belsize Park - Haverstock Hill,Moderate,23:00,north_london,Pizzeria,Hampstead
106023,Alexander The Great,Moderate,23:00,north_london,Greek,Camden Town
143901,Iznik,Expensive,22:30,north_london,Turkish,Highbury/Islington
98541,Tomo Italian Kitchen,Moderate,22:30,north_london,Italian,Hornsey
357438,Oliviya,Moderate,23:00,north_london,Middle Eastern,Hampstead
72931,Mangia Bene,Moderate,23:00,north_london,Italian,Angel
273897,Andromeda Restaurant,Moderate,23:00,north_london,Greek,Camden Town
425655,PizzaExpress London - Islington,Moderate,23:00,north_london,Pizzeria,Canonbury
72364,Namaaste Kitchen,Moderate,22:30,north_london,Indian,Camden Town
151194,Humble Grape Islington,Moderate,23:00,north_london,Wine Bar,Islington
376032,Two more beers London,Expensive,23:00,north_london,Modern European,Angel
116697,La Gioconda Pizzorante,Moderate,23:00,north_london,Italian,Hornsey
290208,The Cross,Expensive,22:30,north_london,Mediterranean,King's Cross
111108,El Inca Plebeyo,Expensive,22:30,north_london,Latin American,Islington
425883,PizzaExpress Highgate - High Street,Moderate,23:00,north_london,Pizzeria,Highgate
385746,Il Porcino,Moderate,22:30,north_london,Italian,Muswell Hill
443355,TajMahal Indian Cuisine - King's Cross,Moderate,23:00,north_london,Indian,Euston
442290,Pescobar Seafood London,Expensive,22:30,north_london,Seafood,Camden Town
96678,Iberia Georgian Restaurant,Expensive,23:00,north_london,Eastern European,Barnsbury
452532,Zoya Indian Lounge,Moderate,"23:00, 23:30, 00:00",north_london,Indian,Euston
455943,Smoky Resto Loungenew,Moderate,23:00,north_london,Mediterranean,Bounds Green/Wood Green
164964,Mimmo La Bufala,Moderate,22:30,north_london,Italian,Hampstead
92445,Indian Lounge,Moderate,23:00,north_london,Indian,King's Cross
380439,Camden Tandoori,Moderate,"23:00, 23:30",north_london,Indian,Kentish Town
425838,PizzaExpress Muswell Hill - Broadway,Moderate,23:00,north_london,Pizzeria,Muswell Hill
93723,Wolkite Restaurant,Moderate,22:30,north_london,Ethiopian,Holloway
157275,El Rincon Holloway,Moderate,23:00,north_london,Latin / Spanish,Holloway
262962,Judges Dining Restaurant Enfield,Expensive,22:30,north_london,Modern European,Enfield
386073,La Torre Restaurant Crouch End,Moderate,22:30,north_london,Italian,Crouch End
324135,Nona Restaurant,Moderate,23:00,north_london,Italian,Swiss Cottage
379605,Zeytoon Restaurant,Moderate,22:30,north_london,Persian,Hampstead
91341,Izgara Restaurant - Whetstone,Moderate,23:00,north_london,Turkish,Whetstone
393945,Judges Barnet,Expensive,22:30,north_london,European,Barnet
425829,PizzaExpress Mill Hill - The Broadway,Moderate,23:00,north_london,Pizzeria,Edgware
172029,The Rajdoot Hampstead,Moderate,22:30,north_london,Indian,Hampstead
353733,Izgara restaurant,Moderate,22:30,north_london,Turkish,Edgware
426696,Indi Pub Kitchen  @The Old Ivy House,Moderate,22:30,north_london,Indian,Islington
347184,Carlos @ B & V,Moderate,"23:00, 23:30",north_london,Modern European,Winchmore Hill
402315,Silvi Restaurant,Expensive,22:30,north_london,Italian,Finchley
306924,ET House Turkish Restaurant,Moderate,"23:00, 23:30",north_london,Turkish,Kentish Town
425520,PizzaExpress Barnet - High Street,Moderate,23:00,north_london,Pizzeria,Barnet
387219,Blac Restaurant & Lounge,Expensive,"23:00, 23:30, 00:00",north_london,Fusion / Eclectic,Whetstone
457182,Sabini Barnew,Moderate,22:30,north_london,Bar / Lounge / Bottle Service,Islington
445713,Zeybek Restaurant Meyhanenew,Moderate,"23:00, 23:30",north_london,Turkish,Hornsey
425694,PizzaExpress Southgate - Chaseside,Moderate,23:00,north_london,Pizzeria,Southgate
452652,Alkis Restaurantnew,Moderate,23:00,north_london,Turkish,Edgware
388554,Coal City Restaurant,Expensive,"23:00, 23:30, 00:00",north_london,West African,Edmonton
390867,Bolyari,Moderate,23:00,north_london,Eastern European,Palmers Green
457122,Yado Lounge and Restaurantnew,Expensive,23:00,north_london,Bar / Lounge / Bottle Service,Finchley
280347,Meze & Shish,Moderate,22:30,north_london,Turkish,East Finchley
363525,Casablanca London,Moderate,"23:00, 23:30",north_london,Moroccan,Edgware
277992,Blacklist Lounge,Very Expensive,"23:00, 23:30, 00:00",north_west_london,Lounge,Regent's Park
369252,Mr Fish Restaurantnew,Moderate,"23:00, 23:30",north_west_london,Fish,Queen's Park
105027,Maroush St John's Wood,Expensive,22:30,north_west_london,Lebanese,St John's Wood
425700,PizzaExpress St Johns Wood - Abbey Road,Moderate,23:00,north_west_london,Pizzeria,St John's Wood
402522,Maharani Palace Camden,Very Expensive,22:30,north_west_london,Indian,Regent's Park
247704,Sapores Restaurant,Expensive,"23:00, 23:30, 00:00",north_west_london,Halal,Regent's Park
442017,Masakali Restaurant Eustonnew,Moderate,22:30,north_west_london,Indian,Regent's Park
425718,PizzaExpress Wembley - Designer Outlet,Moderate,23:00,north_west_london,Pizzeria,Wembley
442128,IRO SUSHI (West Hampstead),Moderate,22:30,north_west_london,Sushi,West Hampstead
314256,Venue 295new,Moderate,"23:00, 23:30, 00:00",north_west_london,Mediterranean,Neasden
410481,Meghna Grill - St John's Wood,Expensive,22:30,north_west_london,Indian,St John's Wood
425865,PizzaExpress Harrow - St Georges Shopping Centre,Moderate,23:00,north_west_london,Pizzeria,Harrow
380166,Beirut By Bite,Moderate,23:00,north_west_london,Lebanese,Queen's Park
205599,The Cardamom Club,Moderate,23:00,north_west_london,Indian,Stanmore
425703,PizzaExpress Stanmore - Broadway,Moderate,23:00,north_west_london,Pizzeria,Stanmore
444543,Brasa Brazilian Steakhouse & Pizzerianew,Very Expensive,22:30,north_west_london,Brazilian Steakhouse,Kensal Green
441678,Royal China (Harrow-on-the-Hill),Moderate,"23:00, 23:30",north_west_london,Chinese,Harrow
111180,Bnova,Moderate,23:00,north_west_london,Indian,Stanmore
24019,Namaste Lounge,Expensive,"23:00, 23:30",north_west_london,Contemporary Indian,Northwood
401397,COLOMBARnew,Moderate,23:00,north_west_london,Seafood,Harrow
138072,The Ivy Tower Bridge,Moderate,22:30,south_east_london,British,London Bridge
97173,"GŎNG, Shangri-La The Shard, London",Very Expensive,"23:00, 23:30",south_east_london,Bar / Lounge / Bottle Service,London Bridge
290616,Coco Grill & Lounge,Expensive,22:30,south_east_london,Mediterranean,Bermondsey
17683,Gaucho Tower Bridge,Expensive,22:30,south_east_london,Steak,Southbank
126975,O Ver Borough,Expensive,23:00,south_east_london,Italian,London Bridge
151182,The Ivy Cafe Blackheath,Moderate,22:30,south_east_london,British,Blackheath
394824,Piccolino Tower Bridge,Expensive,22:30,south_east_london,Italian,Bermondsey
357702,8020 Georgian Bistro,Expensive,22:30,south_east_london,Bistro,Peckham
100401,Hutong at The Shard,Very Expensive,22:30,south_east_london,Chinese,London Bridge
426423,PizzaExpress Tower Bridge,Moderate,23:00,south_east_london,Pizzeria,Bermondsey
421653,PizzaExpress London Bridge,Moderate,23:00,south_east_london,Pizzeria,Southwark
353493,Ev Restaurant,Moderate,22:30,south_east_london,Turkish,Southwark
34282,Fish!,Expensive,22:30,south_east_london,Fish,London Bridge
425595,PizzaExpress London - Bankside,Moderate,"23:00, 23:30",south_east_london,Pizzeria,Southwark
346227,Sticks'n'Sushi - Greenwich,Expensive,22:30,south_east_london,Sushi,Greenwich
252915,Gordon Ramsay Street Burger — The O2,Moderate,23:00,south_east_london,Burgers,Greenwich
394803,The India - Cannon Streetnew,Moderate,"23:00, 23:30",south_east_london,Indian,London Bridge
425544,PizzaExpress Brockwell Park - Herne Hill,Moderate,23:00,south_east_london,Pizzeria,Herne Hill
105846,Yama Momo,Expensive,23:00,south_east_london,Japanese,East Dulwich
436092,Fiorenza,Expensive,22:30,south_east_london,Italian,Southwark
265260,The Pizza Room - New Cross,Moderate,"23:00, 23:30",south_east_london,Pizzeria,Deptford
268650,The Aycorn Shoppe,Expensive,22:30,south_east_london,Wine Bar,Croydon
425841,PizzaExpress Greenwich - Church Street,Moderate,23:00,south_east_london,Pizzeria,Greenwich
341205,Courtroom Bar @ The Dixon Tower Bridge,Expensive,23:00,south_east_london,Cocktail Bar,Bermondsey
387294,Taste of Raj,Expensive,22:30,south_east_london,Indian,Blackheath
19453,Gaucho The O2,Expensive,22:30,south_east_london,Steak,Greenwich
397656,Cafe Raj,Moderate,23:00,south_east_london,Indian,Eltham
425547,PizzaExpress Bromley - Widmore Road,Moderate,23:00,south_east_london,Pizzeria,Bromley
456033,The Khans Restaurant [ Blackheath station ]new,Moderate,22:30,south_east_london,Indian,Blackheath
266685,SMOQUE Bromleynew,Expensive,22:30,south_east_london,Turkish,Bromley
340212,Hayatt Greenwich,Very Expensive,"23:00, 23:30, 00:00",south_east_london,Middle Eastern,Woolwich
425868,PizzaExpress Purley - Brighton Road,Moderate,23:00,south_east_london,Pizzeria,Purley
167178,Yen Burger,Moderate,22:30,south_east_london,Japanese,London Bridge
106182,Shampan Bromley,Expensive,22:30,south_east_london,Indian,Bromley
97629,Cyprianis Petts Wood,Moderate,22:30,south_east_london,Mediterranean,Chislehurst
76630,Simply Indian,Moderate,"22:30, 23:00, 23:30",south_east_london,South Indian,London Bridge
365529,City of London Cigars - Liverpool Street,Expensive,"23:00, 23:30, 00:00",south_east_london,Bar / Lounge / Bottle Service,London Bridge
376767,Pizza Vics Restaurant,Moderate,23:00,south_east_london,Pizzeria,London Bridge
426093,The Ivy Northcote Brasserie,Expensive,22:30,south_west_london,British,Balham
80812,Bluebird Chelsea Restaurant,Expensive,22:30,south_west_london,Modern European,Chelsea
247257,"The Ivy Asia, Chelsea",Expensive,22:30,south_west_london,Asian,Chelsea
361968,Chelsea Grillnew,Very Expensive,22:30,south_west_london,Grill,Chelsea
116787,The Ivy Chelsea Garden,Moderate,22:30,south_west_london,British,Chelsea
353691,Harry’s Victoria,Expensive,22:30,south_west_london,Italian,Victoria
205383,WC Wine & Charcuterie Clapham,Moderate,23:00,south_west_london,Tapas / Small Plates,Clapham
145815,Osteria Romana,Expensive,22:30,south_west_london,Italian,Knightsbridge
42436,MR CHOW,Very Expensive,"22:30, 23:00, 23:30",south_west_london,Chinese,Knightsbridge
28395,Sale e Pepe,Very Expensive,22:30,south_west_london,Italian,Knightsbridge
77935,Signor Sassi,Expensive,22:30,south_west_london,Italian,Belgravia
425643,PizzaExpress London - Gloucester Road,Moderate,23:00,south_west_london,Pizzeria,South Kensington
385641,San Carlo Knightsbridge,Moderate,22:30,south_west_london,Italian,Knightsbridge
116745,The Blues Kitchen Brixton,Moderate,22:30,south_west_london,American,Brixton
143208,Yucca,Moderate,22:30,south_west_london,Tex-Mex,Fulham
271911,Frantoio,Very Expensive,22:30,south_west_london,Italian,Chelsea
237327,Amiga,Moderate,"23:00, 23:30, 00:00",south_west_london,Mexican,Clapham
374910,Lava Lounge,Moderate,"22:30, 23:00",south_west_london,Mediterranean,Wimbledon
320511,Géa Chelsea,Expensive,23:00,south_west_london,Greek,Chelsea
47311,Kora,Very Expensive,23:00,south_west_london,Mediterranean,Chelsea
402675,Masa Restaurant,Moderate,22:30,south_west_london,Turkish,Fulham
353010,Amelia’s,Expensive,22:30,south_west_london,Mediterranean,Chelsea
425559,PizzaExpress Clapham - Lavender Hill,Moderate,23:00,south_west_london,Pizzeria,Battersea
257451,Sticks'n'Sushi - Chelsea,Expensive,22:30,south_west_london,Sushi,Chelsea
266394,Le Petit Beefbar,Very Expensive,22:30,south_west_london,Steakhouse,Chelsea
421662,PizzaExpress Royal Festival Hall,Moderate,23:00,south_west_london,Pizzeria,Lambeth
81910,PJ’S Chelsea Brasserie,Expensive,22:30,south_west_london,Modern European,Chelsea
277317,Mestizo Chelsea - Mexican Restaurant,Expensive,"23:00, 23:30",south_west_london,Mexican,Chelsea
163353,Mezcalito Chelsea,Expensive,23:00,south_west_london,Mexican,Chelsea
267111,Lahore Karahi,Moderate,"23:00, 23:30",south_west_london,Pakistani,Tooting
370581,Sticks'n'Sushi - Battersea,Expensive,22:30,south_west_london,Sushi,Battersea
391002,Osteria Fiorentina,Very Expensive,22:30,south_west_london,Italian,Chelsea
204207,Bill's Restaurant & Bar - Victoria,Moderate,22:30,south_west_london,British,Victoria
248850,HUŎ Chelsea,Expensive,22:30,south_west_london,Asian,Chelsea
388476,SACHI Restaurant,Very Expensive,22:30,south_west_london,Japanese,Belgravia
310488,Mina'snew,Expensive,23:00,south_west_london,Mediterranean,Belgravia
441324,Perola at Joia,Expensive,"23:00, 23:30",south_west_london,Bar / Lounge / Bottle Service,Battersea
16786,Gaucho Sloane,Expensive,22:30,south_west_london,Steak,Chelsea
92889,Macellaio RC South Kensington,Very Expensive,23:00,south_west_london,Italian,South Kensington
355737,Annab Brasserie,Very Expensive,23:00,south_west_london,Lebanese,Fulham
73126,Gazette Brasserie Battersea,Expensive,22:30,south_west_london,French,Battersea
80110,Palace Spice Battersea,Moderate,22:30,south_west_london,Indian,Battersea
424920,Curry Leaf,Moderate,22:30,south_west_london,Indian,Wandsworth
443316,The Negroni Salon at The Lanesborough,Expensive,22:30,south_west_london,Bar / Lounge / Bottle Service,Belgravia
350919,KOKA,Moderate,"23:00, 23:30",south_west_london,Mediterranean,Fulham
134274,The Ivy Richmond Brasserie,Expensive,22:30,south_west_london,British,Richmond
184386,Steak and Company Gloucester Road,Expensive,22:30,south_west_london,Steakhouse,South Kensington
236904,Gordon Ramsay Street Pizza — Battersea,Moderate,23:00,south_west_london,Pizzeria,Battersea
277326,Bombay Bicycle Chef,Moderate,22:30,south_west_london,Indian,Clapham
96828,Riccardo’s,Expensive,22:30,south_west_london,Italian,Chelsea
347592,Forty Five - Kensington,Expensive,"23:00, 23:30, 00:00",south_west_london,International,South Kensington
94233,Mumbai Delight,Expensive,"23:00, 23:30",south_west_london,Indian,Vauxhall
186420,Chucs Belgravia,Expensive,22:30,south_west_london,Italian,Belgravia
337830,The Owl & Monkey,Expensive,22:30,south_west_london,Cocktail Bar,South Kensington
127917,The Knox,Expensive,"23:00, 23:30, 00:00",south_west_london,Speakeasy,Belgravia
401214,The Birds Nest - Brixton,Expensive,"23:00, 23:30",south_west_london,Pizzeria,Brixton
249450,The Library Bar at The Lanesborough,Very Expensive,"23:00, 23:30, 00:00",south_west_london,Cocktail Bar,Knightsbridge
394434,The Clandesti,Moderate,23:00,south_west_london,Bar / Lounge / Bottle Service,Victoria
109650,Humble Grape Battersea,Expensive,22:30,south_west_london,Wine Bar,Battersea
214482,Sticks'n'Sushi - Victoria,Expensive,22:30,south_west_london,Sushi,Victoria
426012,PizzaExpress Clapham - Abbeville Road,Moderate,23:00,south_west_london,Pizzeria,Clapham
391632,Silk Road Flavoursnew,Moderate,23:00,south_west_london,Persian,Fulham
377082,The Joint,Moderate,23:00,south_west_london,Barbecue,Brixton
259449,La Nonna Pasta Fresca,Moderate,22:30,south_west_london,Italian,Brixton
362979,OSR Restaurant & Bar,Moderate,"23:00, 23:30, 00:00",south_west_london,Caribbean,Brixton
425514,PizzaExpress Balham - Bedford Hill,Moderate,23:00,south_west_london,Pizzeria,Balham
195738,Mucci's,Expensive,23:00,south_west_london,Italian,Chelsea
305202,GiaGia,Moderate,22:30,south_west_london,Italian,Battersea
81694,Indian Room Balham,Expensive,"23:00, 23:30",south_west_london,Indian,Balham
368400,Masala Odyssey,Moderate,"23:00, 23:30, 00:00",south_west_london,Indian,Putney
142233,Indian Moment – Battersea Rise,Moderate,"23:00, 23:30",south_west_london,Indian,Clapham
363402,The BAM BAM Bar,Moderate,"23:00, 23:30, 00:00",south_west_london,Contemporary European,Victoria
266169,The Aubrey @ Mandarin Hotel,Very Expensive,23:00,south_west_london,Japanese,Knightsbridge
81547,Gazette Trinity,Expensive,22:30,south_west_london,French,Wandsworth
28612,Tsunami - Clapham,Expensive,23:00,south_west_london,Japanese,Clapham
421647,PizzaExpress London Kings Road The Pheasantry,Moderate,23:00,south_west_london,Pizzeria,Chelsea
253914,Kricket at Sixes Fulham,Moderate,23:00,south_west_london,Indian,Fulham
215763,EL&N Brompton Road,Moderate,23:00,south_west_london,Cafe Dining,Chelsea
184809,TDQ Steaks,Expensive,"23:00, 23:30",south_west_london,Steakhouse,Vauxhall
262257,Bocca Lounge,Moderate,"23:00, 23:30, 00:00",south_west_london,International,South Kensington
388482,LUUM,Expensive,"22:30, 23:00, 23:30, 00:00",south_west_london,Bar / Lounge / Bottle Service,Belgravia
16804,Gaucho Richmond,Expensive,22:30,south_west_london,Steak,Richmond
126087,Q Bar & Restaurant,Expensive,22:30,south_west_london,Bistro,South Kensington
249453,The Withdrawing Room at The Lanesborough,Expensive,"23:00, 23:30, 00:00",south_west_london,Afternoon Tea,Knightsbridge
167691,"Mezemiso, Rooftop Restaurant & Shisha Terrace",Very Expensive,22:30,south_west_london,Lebanese,Vauxhall
442254,Niu Ko,Moderate,22:30,south_west_london,Asian,South Kensington
129366,Melanzana,Expensive,"23:00, 23:30",south_west_london,Italian,Battersea
415503,Beef & Bassnew,Expensive,22:30,south_west_london,British,Chelsea
425826,PizzaExpress Fulham - 895 Fulham Road,Moderate,23:00,south_west_london,Pizzeria,Fulham
421659,PizzaExpress London Pimlico,Moderate,23:00,south_west_london,Pizzeria,Pimlico
173322,LUSITANIA RESTAURANT,Moderate,22:30,south_west_london,Portuguese,Vauxhall
101034,Gazette Putney,Moderate,22:30,south_west_london,French,Putney
123057,Angoletto,Moderate,"23:00, 23:30",south_west_london,Italian,Battersea
425820,PizzaExpress Fulham - 363 Fulham Road,Moderate,23:00,south_west_london,Pizzeria,Chelsea
110418,Fulham Kitchen,Moderate,22:30,south_west_london,Continental,Fulham
54883,Yamal Alsham Chelsea,Expensive,22:30,south_west_london,Lebanese,Chelsea
186903,Beirut Restaurant Knightsbridge,Expensive,23:00,south_west_london,Lebanese,Knightsbridge
