restaurant_id,name,rating,reviews,price,cuisine_location,timeslots
450864,Tabouli Terracenew,,(0),Price: Moderate,• Middle Eastern • Cheltenham,"22:15, 22:30"
249018,Chaplais Kitchen,4.0,(118),Price: Moderate,• European • Cheltenham,"20:45, 21:00"
325470,Mr. Cambray's Curiosity,3.1,(17),Price: Moderate,• Wine Bar • Cheltenham,"22:45, 23:00"
216000,The Dumb Post Inn,4.5,(823),Price: Moderate,• Gastro Pub • Calne,20:30
271398,Pho Cheltenham,4.4,(508),Price: Moderate,• Vietnamese • Cheltenham,"21:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
287754,The Three Daggers,4.6,(376),Price: Moderate,• Pub • Westbury,"20:30, 20:45"
158655,The Peppermill,4.5,(870),Price: Expensive,• British • Devizes,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
144771,The Catherine Wheel,4.5,(490),Price: Moderate,• British • Marshfield,"20:45, 21:00"
445260,Village - Shaw,3.8,(12),Price: Moderate,• Gastro Pub • Swindon,"20:30*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 20:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
204330,Bill's Restaurant & Bar - Gloucester Quays,4.7,(905),Price: Moderate,• British • Gloucester,"20:30, 20:45"
175617,Côte Brasserie - Cheltenham,4.6,(108),Price: Moderate,• French • Cheltenham,"21:45, 22:00"
161601,The Longs at Steeple Ashton,4.4,(185),Price: Expensive,• Gastro Pub • Trowbridge,20:30
444903,TAP AND TIFFIN,5.0,(2),Price: Expensive,• Indian • Swindon,"21:45, 22:00"
454545,Dosa Stationnew,,,Price: Moderate,• Southeast Asian • Cheltenham,20:30
278376,"Amore Italian, Corsham",4.8,(381),Price: Moderate,• Italian • Corsham,"22:15, 22:30"
289941,Blockley Café,4.9,(212),Price: Very Expensive,• Cafe Dining • Chipping Campden,"20:45, 21:00"
284589,The Old Stocks Inn,4.7,(6),Price: Expensive,• Gastro Pub • Stow-on-the-Wold,"21:00, 21:15"
389760,"Nerano Italian Restaurant, Devizes",4.7,(4),Price: Expensive,• Italian • Devizes,"21:15, 21:30"
345072,Bellini Italian Restaurant,4.7,(186),Price: Expensive,• Italian • Moreton-In-Marsh,"21:15, 21:30"
204912,The Pelican,4.2,(518),Price: Moderate,• Pub • Marlborough,20:30
424410,The Tabletop Tavern,4.7,(2),Price: Moderate,• Medieval • Salisbury,"21:45, 22:00"
264942,The Stag at Stow,4.4,(383),Price: Expensive,• British • Stow-on-the-Wold,"21:00, 21:15"
218229,Goddard Arms Swindon,3.6,(6),Price: Moderate,• Gastro Pub • Swindon,"20:45, 21:00"
371568,The Great Western Arms,5.0,(12),Price: Moderate,• Gastro Pub • Chipping Campden,"20:30, 20:45"
363531,The Lamb Inn,4.5,(28),Price: Expensive,• Pub • Great Rissington,"20:45, 21:00"
453894,Woodbridge Innnew,5.0,(0),Price: Moderate,• British • Pewsey,"20:30, 20:45"
106416,The Foxham,4.7,(502),Price: Expensive,• Gastro Pub • Chippenham,"20:30, 20:45"
251205,Basset Down Complex,4.6,(951),Price: Moderate,• English • Swindon,"20:30, 20:45"
321138,The Chapter House,4.7,(45),Price: Expensive,• Steakhouse • Salisbury,"21:15, 21:30"
175779,Côte Brasserie - Salisbury,4.6,(105),Price: Moderate,• French • Salisbury,"21:45, 22:00"
